Date,carat,depth,table,price,x,y,z,cut,color,clarity
19-01-10,0.75,61.6,55,2902,5.82,5.86,3.6,Ideal,G,SI1
20-01-10,0.71,64.6,59,2902,5.62,5.59,3.62,Fair,E,VS2
21-01-10,0.71,59.6,60,2902,5.85,5.8,3.47,Premium,E,VS2
22-01-10,0.75,62.8,60,2903,5.78,5.74,3.62,Premium,D,SI1
25-01-10,0.75,62.3,57,2903,5.83,5.8,3.62,Ideal,D,SI1
26-01-10,0.72,61.9,55,2903,5.78,5.75,3.57,Ideal,D,SI1
27-01-10,0.72,61.4,59,2903,5.79,5.71,3.53,Premium,D,SI1
28-01-10,0.72,61.1,59,2903,5.8,5.75,3.53,Premium,E,VS2
29-01-10,0.79,63,54,2904,5.91,5.94,3.73,Very Good,F,SI1
01-02-10,0.79,62.8,57,2904,5.85,5.9,3.69,Very Good,D,SI2
02-02-10,0.7,58.4,59,2904,5.83,5.91,3.43,Very Good,E,VS1
03-02-10,0.62,62,56,2904,5.48,5.52,3.41,Ideal,E,VVS2
04-02-10,0.7,59.3,62,2905,5.78,5.82,3.44,Very Good,G,VVS2
05-02-10,0.7,63.4,59,2905,5.62,5.64,3.57,Very Good,G,VVS2
08-02-10,0.7,63.3,59,2905,5.59,5.62,3.55,Very Good,G,VVS2
09-02-10,0.71,62.1,58,2905,5.65,5.71,3.53,Very Good,G,VS2
10-02-10,0.86,61.2,58,2905,6.1,6.16,3.75,Very Good,I,VS1
11-02-10,0.53,62.5,54,2905,5.16,5.21,3.24,Ideal,D,VVS1
12-02-10,0.91,63.5,58,2905,6.17,6.12,3.9,Very Good,J,SI1
16-02-10,0.95,63.8,57,2905,6.23,6.13,3.94,Good,I,SI2
17-02-10,0.91,62.8,59,2905,6.19,6.14,3.87,Premium,J,SI1
18-02-10,0.74,62.4,57,2906,5.74,5.8,3.6,Very Good,D,VS2
19-02-10,0.8,62.2,58,2906,5.92,5.95,3.69,Ideal,I,VS1
22-02-10,0.74,62.8,61,2906,5.74,5.76,3.61,Good,E,SI1
23-02-10,0.61,62.4,53.9,2907,5.42,5.43,3.38,Ideal,E,VVS2
24-02-10,0.61,62.4,53.6,2907,5.42,5.45,3.39,Ideal,E,VVS2
25-02-10,0.61,62.1,54.2,2907,5.43,5.45,3.38,Ideal,E,VVS2
26-02-10,0.72,62.8,57,2907,5.68,5.72,3.58,Ideal,H,VVS1
01-03-10,0.7,62.3,53,2907,5.69,5.73,3.56,Ideal,F,VS2
02-03-10,0.71,61.9,56,2907,5.7,5.74,3.54,Ideal,F,VS1
03-03-10,0.79,60.3,60,2907,5.98,6.02,3.62,Ideal,G,SI1
04-03-10,0.72,62.6,56,2907,5.7,5.73,3.58,Ideal,E,SI1
05-03-10,0.33,62.9,55,557,4.46,4.41,2.79,Ideal,G,SI2
08-03-10,0.39,61.5,57,558,4.66,4.7,2.88,Ideal,H,SI2
09-03-10,0.32,61.3,55,558,4.41,4.46,2.72,Ideal,D,SI1
10-03-10,0.25,61.2,59,558,4.05,4.02,2.47,Premium,F,VS1
11-03-10,0.25,63.6,57,558,4.04,4.01,2.56,Good,F,VS1
12-03-10,0.25,60.7,59,558,4.13,4.11,2.5,Premium,E,VS1
15-03-10,0.25,61.5,60,558,4.04,4.02,2.48,Premium,E,VS1
16-03-10,0.31,60.8,58,558,4.37,4.34,2.65,Premium,I,VS2
17-03-10,0.31,59.8,60,558,4.42,4.38,2.63,Premium,I,VS2
18-03-10,0.31,63.2,55,558,4.4,4.3,2.75,Very Good,I,VS2
19-03-10,0.31,62.3,57,558,4.35,4.32,2.7,Premium,I,VS2
22-03-10,0.31,58.7,60,558,4.47,4.43,2.61,Premium,H,SI1
23-03-10,0.31,62.7,58,558,4.34,4.31,2.71,Premium,H,SI1
24-03-10,0.31,61.7,56,558,4.4,4.35,2.7,Ideal,E,SI2
25-03-10,0.31,60.1,57,558,4.44,4.41,2.66,Ideal,E,SI2
26-03-10,0.31,61.3,55,558,4.37,4.34,2.67,Ideal,E,SI2
29-03-10,0.31,60.8,60,558,4.42,4.37,2.67,Premium,I,VS2
30-03-10,0.31,59.9,57,558,4.4,4.38,2.63,Ideal,I,VS2
31-03-10,0.31,59.9,60,558,4.44,4.41,2.65,Premium,I,VS2
05-04-10,0.31,61.1,58,558,4.38,4.36,2.67,Premium,I,VS2
06-04-10,0.31,60.7,61,558,4.34,4.32,2.63,Premium,I,VS2
07-04-10,0.31,63.1,54,558,4.34,4.31,2.73,Very Good,I,VS2
08-04-10,0.31,62.3,60,558,4.32,4.31,2.69,Premium,I,VS2
09-04-10,0.31,61.7,59,558,4.39,4.36,2.7,Premium,H,SI1
12-04-10,0.31,61,61,558,4.39,4.33,2.66,Premium,H,SI1
13-04-10,0.31,63.6,57,558,4.31,4.28,2.73,Good,H,SI1
14-04-10,0.31,62.4,57,558,4.35,4.31,2.7,Premium,H,SI1
15-04-10,0.31,62.8,58,558,4.32,4.28,2.7,Premium,H,SI1
16-04-10,0.31,62.9,56,558,4.31,4.27,2.7,Ideal,H,SI1
19-04-10,0.31,60.9,60,558,4.38,4.35,2.66,Premium,E,SI2
20-04-10,0.82,63.6,56,2908,5.9,5.95,3.77,Very Good,H,SI1
21-04-10,0.73,61.5,55,2908,5.8,5.84,3.58,Ideal,I,VS1
22-04-10,0.7,61,60,2909,5.75,5.7,3.49,Premium,D,VS2
23-04-10,0.7,60.9,57,2909,5.71,5.69,3.47,Premium,D,VS2
26-04-10,0.71,61.2,56,2909,5.76,5.81,3.54,Ideal,H,VS1
27-04-10,0.71,61.9,56,2909,5.7,5.74,3.54,Ideal,H,VS1
28-04-10,0.9,61.9,57,2909,6.19,6.13,3.81,Ideal,I,SI2
29-04-10,0.71,62.9,57,2910,5.6,5.66,3.54,Very Good,D,VS1
30-04-10,1.05,58.3,57,2911,6.72,6.67,3.9,Premium,I,SI2
03-05-10,0.59,61.1,57,2911,5.39,5.41,3.3,Ideal,E,VVS2
04-05-10,0.71,60.6,56,2911,5.76,5.8,3.5,Ideal,G,VS2
05-05-10,0.77,60.3,61,2911,5.89,5.96,3.57,Good,F,VS2
06-05-10,0.73,64.2,54,2912,5.68,5.72,3.66,Good,E,VS2
07-05-10,0.7,58.7,63,2912,5.69,5.73,3.35,Good,E,VS2
10-05-10,0.73,63.2,56,2912,5.75,5.76,3.64,Good,E,VS2
11-05-10,0.8,61.2,60,2912,5.97,5.95,3.65,Premium,E,SI1
12-05-10,1,65.2,54,2912,6.3,6.22,4.08,Fair,H,SI2
13-05-10,1,66,56,2912,6.31,6.24,4.13,Fair,I,SI1
14-05-10,1,67,55,2912,6.25,6.12,4.16,Fair,H,SI2
17-05-10,0.7,60.7,60,2913,5.72,5.74,3.48,Very Good,D,VS2
18-05-10,0.71,61.4,58,2913,5.75,5.79,3.54,Premium,D,SI1
19-05-10,0.71,60.8,59,2913,5.7,5.74,3.48,Premium,G,SI2
20-05-10,0.71,60.6,58,2913,5.77,5.79,3.5,Premium,D,SI1
21-05-10,0.71,61.7,56,2913,5.68,5.8,3.54,Very Good,D,SI1
24-05-10,0.71,61.7,57,2913,5.7,5.75,3.53,Ideal,D,SI1
25-05-10,0.71,59.7,59,2913,5.8,5.82,3.47,Premium,D,SI1
26-05-10,0.91,62,59,2913,6.18,6.23,3.85,Premium,I,SI2
27-05-10,0.83,62.2,59,2913,6.05,5.97,3.74,Premium,E,SI1
28-05-10,0.85,62,57,2913,6.1,6.02,3.76,Ideal,G,SI2
01-06-10,0.8,63.5,55,2914,5.86,5.89,3.73,Very Good,F,SI1
02-06-10,0.73,61.4,58,2914,5.76,5.8,3.55,Ideal,E,SI1
03-06-10,0.83,62,55,2915,6.03,6.06,3.74,Very Good,I,VS2
04-06-10,0.77,63.6,57,2915,5.79,5.88,3.71,Very Good,G,SI1
07-06-10,0.8,62,55,2915,5.94,6.01,3.7,Very Good,G,SI2
08-06-10,0.71,62.2,56,2915,5.74,5.71,3.56,Ideal,F,VS2
09-06-10,0.73,60.8,57,2916,5.8,5.83,3.54,Very Good,H,VS1
10-06-10,0.93,62,57,2917,6.22,6.26,3.87,Ideal,I,SI1
11-06-10,0.74,62.5,60,2917,5.78,5.74,3.6,Premium,F,VS1
14-06-10,0.7,62.5,58,2917,5.63,5.67,3.53,Ideal,E,VS2
15-06-10,0.71,61.2,56,2917,5.77,5.73,3.52,Ideal,F,VS2
16-06-10,0.71,59.5,58,2918,5.82,5.87,3.48,Very Good,F,VS2
17-06-10,0.8,61.2,53,2918,5.98,6.05,3.68,Very Good,H,VS2
18-06-10,0.71,62.1,54,2918,5.7,5.76,3.56,Ideal,H,VVS1
21-06-10,0.72,61.8,55,2918,5.75,5.79,3.56,Ideal,I,VS2
22-06-10,0.83,63.1,57,2918,5.95,5.9,3.74,Very Good,D,SI2
23-06-10,0.72,60.5,57,2919,5.8,5.83,3.52,Very Good,G,VS1
24-06-10,0.8,62.5,56,2919,5.92,5.96,3.71,Very Good,H,SI1
25-06-10,0.73,62.2,56,2919,5.79,5.75,3.59,Premium,G,VVS2
28-06-10,0.7,63.8,58,2919,5.61,5.58,3.57,Good,F,VS1
29-06-10,0.73,61.9,55,2919,5.79,5.76,3.58,Ideal,H,VS1
30-06-10,0.73,61.9,55,2919,5.83,5.77,3.59,Ideal,G,VVS2
01-07-10,0.71,59.7,57,2920,5.87,5.78,3.48,Premium,E,VS1
02-07-10,0.72,61,55,2920,5.78,5.85,3.55,Ideal,F,SI1
06-07-10,0.71,59.1,59,2920,5.88,5.83,3.46,Premium,F,VS1
07-07-10,0.71,62.6,55,2920,5.71,5.67,3.56,Ideal,F,VS1
08-07-10,0.74,60.5,60,2921,5.79,5.81,3.51,Very Good,H,VVS2
09-07-10,0.71,59.9,59,2921,5.77,5.81,3.47,Very Good,E,VS2
12-07-10,0.71,60.7,60,2921,5.75,5.78,3.5,Very Good,E,VS2
13-07-10,0.71,60.1,60,2921,5.76,5.79,3.47,Very Good,D,SI1
14-07-10,0.65,61.3,56,2921,5.58,5.61,3.43,Ideal,F,VVS2
15-07-10,0.9,64.1,66,2921,6.04,5.98,3.85,Fair,I,VS2
16-07-10,0.71,63.7,58,2922,5.6,5.64,3.58,Very Good,E,VS2
19-07-10,0.71,63.3,59,2922,5.62,5.66,3.57,Very Good,E,VS2
20-07-10,0.68,59.7,57,2922,5.79,5.76,3.45,Very Good,F,VS1
21-07-10,0.53,61.6,56,2922,5.24,5.18,3.21,Ideal,F,VVS1
22-07-10,0.77,60.6,56,2922,5.95,5.9,3.59,Ideal,D,SI2
23-07-10,0.72,63,57,2923,5.69,5.73,3.6,Very Good,E,VS2
26-07-10,0.72,63.2,58,2923,5.67,5.72,3.6,Very Good,E,VS2
27-07-10,0.7,61.8,59,2923,5.63,5.69,3.5,Very Good,E,SI1
28-07-10,0.75,62.3,58,2923,5.78,5.81,3.61,Very Good,E,SI1
29-07-10,0.75,61.5,58,2923,5.82,5.86,3.59,Very Good,E,SI1
30-07-10,0.87,62.5,57,2923,6.13,6.06,3.81,Ideal,H,SI1
02-08-10,0.71,62.4,54,2923,5.71,5.74,3.57,Ideal,E,VS1
03-08-10,0.77,60.2,56,2923,5.98,6.04,3.62,Ideal,D,SI2
04-08-10,0.78,61.1,56,2923,5.94,5.98,3.64,Ideal,F,SI1
05-08-10,0.75,58.3,60,2923,5.94,5.99,3.48,Good,E,SI1
06-08-10,0.9,58.7,60,2923,6.35,6.28,3.7,Premium,I,VS2
09-08-10,0.7,61.5,56,2924,5.71,5.75,3.52,Ideal,I,VS1
10-08-10,0.8,58.2,63,2925,6.07,6.03,3.52,Very Good,D,SI1
11-08-10,0.7,64.5,58,2925,5.55,5.59,3.59,Very Good,F,VS1
12-08-10,0.51,63.3,58,2925,5.03,5.08,3.2,Very Good,E,IF
13-08-10,0.71,61.5,56,2925,5.74,5.77,3.54,Ideal,I,IF
16-08-10,1.02,61.7,56,2925,6.49,6.44,3.99,Ideal,I,I1
17-08-10,1.2,60.5,58,2925,6.9,6.79,4.14,Premium,I,I1
18-08-10,0.81,63.6,55,2926,5.91,5.86,3.74,Good,D,SI2
19-08-10,0.81,61.2,56,2926,6.03,6,3.68,Premium,F,SI1
20-08-10,0.81,61.3,60,2926,6,5.94,3.66,Premium,F,SI1
23-08-10,0.77,63.3,57,2927,5.79,5.83,3.68,Very Good,H,VS1
24-08-10,0.8,59.4,58,2927,6.07,6.09,3.61,Ideal,I,SI1
25-08-10,0.9,59.5,60,2927,6.32,6.29,3.75,Premium,H,SI2
26-08-10,0.7,61.3,54,2928,5.72,5.76,3.52,Very Good,F,VS2
27-08-10,0.7,60.8,59,2928,5.67,5.71,3.46,Very Good,D,VS2
30-08-10,0.74,61,58,2929,5.82,5.85,3.56,Very Good,E,SI1
31-08-10,0.8,61.1,57,2929,6.01,6.07,3.69,Very Good,G,VS2
01-09-10,0.7,61.8,57,2929,5.68,5.71,3.52,Ideal,G,VS2
02-09-10,0.7,60.1,57,2929,5.78,5.83,3.49,Ideal,E,SI1
03-09-10,0.71,61.3,60,2930,5.74,5.71,3.51,Very Good,E,VS2
07-09-10,0.7,60.3,58,2930,5.7,5.74,3.45,Premium,E,VS1
08-09-10,0.7,62.3,54,2930,5.67,5.72,3.55,Ideal,E,VS1
09-09-10,0.71,62.3,57,2930,5.69,5.74,3.56,Ideal,F,VS2
10-09-10,0.71,62.7,57,2930,5.69,5.73,3.58,Ideal,G,VS1
13-09-10,0.71,62.6,57,2930,5.67,5.7,3.56,Ideal,G,VS1
14-09-10,0.9,58.7,63,2930,6.23,6.2,3.65,Very Good,E,SI2
15-09-10,0.9,65,58,2930,6.08,6.04,3.94,Fair,E,SI2
16-09-10,0.71,61.7,57,2930,5.75,5.7,3.53,Ideal,G,VVS1
17-09-10,0.7,60.8,57,2931,5.72,5.76,3.49,Very Good,G,VVS2
20-09-10,0.72,63.3,57,2931,5.69,5.72,3.61,Very Good,F,VS2
21-09-10,0.72,61.8,59,2931,5.71,5.74,3.54,Ideal,F,VS2
22-09-10,0.7,62,61,2932,5.71,5.62,3.51,Premium,G,VVS1
23-09-10,0.7,61,57,2932,5.8,5.71,3.51,Premium,F,VVS2
24-09-10,0.7,63.2,58,2932,5.66,5.6,3.56,Very Good,F,VVS2
27-09-10,0.72,62.2,57,2933,5.67,5.72,3.54,Very Good,G,VVS2
28-09-10,0.59,60.6,59,2933,5.44,5.49,3.31,Very Good,D,VVS2
29-09-10,0.73,59.9,58,2933,5.84,5.87,3.51,Premium,F,VS2
30-09-10,0.75,62.3,57,2933,5.81,5.87,3.64,Ideal,F,VS2
01-10-10,0.75,57.6,56,2933,5.98,6.07,3.47,Good,D,SI2
04-10-10,0.9,62.7,64,2934,6,6.09,3.79,Good,H,SI2
05-10-10,0.71,62,54,2934,5.77,5.74,3.57,Ideal,D,SI2
06-10-10,0.91,60.2,52,2935,6.27,6.15,3.74,Premium,H,SI1
07-10-10,1.17,65.4,62,2935,6.68,6.57,4.33,Fair,I,I1
08-10-10,0.8,62,60,2935,5.92,5.86,3.65,Premium,H,VS1
11-10-10,0.7,61.8,60,2936,5.63,5.69,3.5,Very Good,G,VVS2
12-10-10,0.81,60.2,58,2936,6.06,6.1,3.66,Very Good,H,SI1
13-10-10,0.74,60.5,59,2936,5.81,5.86,3.53,Ideal,F,VS2
14-10-10,0.7,62.6,54,2936,5.69,5.72,3.57,Ideal,D,SI2
15-10-10,0.82,62.1,56,2937,6.01,5.98,3.72,Ideal,E,SI2
18-10-10,0.76,58.3,62,2937,6.12,5.95,3.52,Premium,E,SI1
19-10-10,0.76,59.6,57,2937,6.01,5.91,3.55,Premium,G,VS1
20-10-10,0.95,58.8,60,2937,6.35,6.31,3.72,Premium,G,SI2
21-10-10,0.71,62.7,57,2938,5.66,5.72,3.57,Very Good,H,VVS1
22-10-10,0.71,62.7,59,2938,5.65,5.67,3.55,Very Good,H,VVS1
25-10-10,0.81,60.2,57,2938,6.1,6.06,3.66,Ideal,E,SI2
26-10-10,0.73,62.7,58,2939,5.73,5.75,3.6,Very Good,F,VS2
27-10-10,0.73,60.7,57,2939,5.76,5.83,3.52,Very Good,G,VS1
28-10-10,0.83,61.9,56,2939,5.99,6.02,3.72,Very Good,F,SI2
29-10-10,0.77,59.5,60,2939,6.01,5.95,3.56,Premium,D,SI1
01-11-10,0.8,60.8,56,2939,6.02,6.01,3.66,Ideal,E,SI2
02-11-10,0.73,62.7,58,2939,5.72,5.77,3.6,Ideal,F,VS2
03-11-10,0.72,62.4,57,2939,5.71,5.74,3.57,Ideal,E,SI2
04-11-10,0.75,60.6,55,2939,5.93,5.91,3.59,Ideal,G,VS2
05-11-10,0.8,59.9,58,2939,6.03,5.96,3.59,Premium,E,SI2
08-11-10,0.81,61.8,56,2939,6.02,5.99,3.71,Ideal,I,VS2
09-11-10,0.82,62.6,59,2939,5.99,5.93,3.73,Premium,H,VS2
10-11-10,0.7,63.1,57,2940,5.59,5.66,3.55,Good,F,VVS2
11-11-10,1.24,61.9,55,2940,6.85,6.92,4.26,Very Good,J,I1
12-11-10,0.7,62.6,59,2940,5.6,5.64,3.52,Very Good,F,VVS2
15-11-10,0.7,61.2,54,2940,5.92,5.64,3.54,Ideal,F,VS1
16-11-10,0.75,56,67,2940,6.18,6.08,3.43,Fair,E,VS2
17-11-10,1,57.6,61,2940,6.67,6.6,3.82,Good,H,I1
18-11-10,0.75,61.6,57,2940,5.84,5.81,3.59,Ideal,E,VS2
19-11-10,0.7,61.5,56,2940,5.73,5.68,3.51,Ideal,E,VS2
22-11-10,0.79,59.2,59,2941,6.04,6.06,3.58,Very Good,E,SI2
23-11-10,0.8,63.8,59,2941,5.83,5.87,3.73,Good,F,SI1
24-11-10,0.81,62.7,58,2942,5.92,5.95,3.72,Very Good,F,SI2
26-11-10,0.71,61.1,58,2942,5.76,5.72,3.51,Premium,F,VS1
29-11-10,1.03,65.7,59,2942,6.3,6.24,4.12,Fair,G,SI2
30-11-10,0.7,60.8,56,2942,5.78,5.79,3.52,Ideal,F,VS2
01-12-10,0.76,61.6,59,2942,5.84,5.82,3.59,Premium,D,SI1
02-12-10,1.01,67.1,59,2942,6.27,6.19,4.18,Fair,G,SI2
03-12-10,0.73,61.4,56,2943,5.82,5.78,3.56,Ideal,D,SI1
06-12-10,0.72,62,56,2943,5.77,5.75,3.57,Ideal,F,VS2
07-12-10,0.74,61.3,58,2944,5.8,5.85,3.57,Very Good,H,VVS2
08-12-10,0.79,61.6,55,2944,5.96,5.98,3.68,Ideal,G,SI1
09-12-10,0.57,60.4,57,2945,5.39,5.44,3.27,Very Good,D,VVS1
10-12-10,0.79,61.5,55,2945,5.89,5.94,3.64,Very Good,H,VS2
13-12-10,0.78,62.4,58,2945,5.86,5.9,3.67,Very Good,D,SI1
14-12-10,0.85,64.9,56,2945,5.95,5.98,3.87,Good,G,SI1
15-12-10,0.71,63.3,59,2946,5.64,5.67,3.58,Very Good,E,VS1
16-12-10,0.71,62.7,57,2946,5.69,5.73,3.58,Very Good,E,VS1
17-12-10,0.72,62.2,56,2946,5.72,5.75,3.57,Ideal,H,VVS1
20-12-10,0.72,62.5,57,2946,5.7,5.73,3.57,Ideal,H,VVS1
21-12-10,0.77,61.5,56,2946,5.9,5.93,3.64,Ideal,I,SI1
22-12-10,0.79,62.3,55,2946,5.9,5.94,3.69,Ideal,E,SI1
23-12-10,0.78,61.7,56,2947,5.92,5.94,3.66,Very Good,H,VS1
27-12-10,0.76,62.1,57,2947,5.82,5.87,3.63,Ideal,E,VS1
28-12-10,0.92,58.5,57,2947,6.37,6.34,3.72,Ideal,H,SI2
29-12-10,0.73,60.9,59,2947,5.82,5.77,3.53,Premium,D,VS2
30-12-10,0.7,61.2,57,2947,5.69,5.72,3.49,Ideal,H,VVS1
31-12-10,0.7,60.5,58,2947,5.76,5.81,3.5,Ideal,H,VVS1
03-01-11,0.74,62,56,2947,5.79,5.82,3.6,Ideal,I,VS1
04-01-11,0.74,61.1,57,2947,5.83,5.86,3.57,Ideal,I,VS1
05-01-11,0.73,61.2,57,2947,5.79,5.81,3.55,Ideal,D,SI1
06-01-11,0.82,62.4,54,2947,5.97,6.04,3.75,Good,H,VS2
07-01-11,0.9,60.9,56,2947,6.26,6.21,3.8,Premium,I,SI1
10-01-11,0.73,61.7,55,2948,5.8,5.84,3.59,Ideal,G,VS1
11-01-11,0.7,62,56,2948,5.68,5.7,3.53,Ideal,E,SI1
12-01-11,0.9,62.5,58,2948,6.15,6.1,3.83,Premium,I,SI2
13-01-11,0.9,66.4,60,2948,5.92,5.86,3.91,Fair,I,SI2
14-01-11,0.9,60.6,60,2948,6.28,6.23,3.79,Premium,I,SI2
18-01-11,0.9,62,56,2948,6.2,6.16,3.83,Ideal,I,SI2
19-01-11,1,65.8,58,2948,6.28,6.16,4.09,Fair,E,SI2
20-01-11,0.72,63,56,2949,5.66,5.73,3.59,Very Good,E,VS2
21-01-11,0.76,61.7,57,2949,5.84,5.89,3.62,Ideal,E,SI1
24-01-11,0.77,62.6,57,2949,5.81,5.92,3.67,Ideal,D,SI1
25-01-11,0.72,62.3,55,2949,5.72,5.74,3.57,Ideal,H,VS1
26-01-11,0.99,58,67,2949,6.57,6.5,3.79,Fair,J,SI1
27-01-11,0.81,62.7,58,2950,5.9,5.96,3.72,Very Good,I,VS1
28-01-11,0.71,62.4,57,2950,5.68,5.73,3.56,Ideal,G,VS1
31-01-11,0.71,62.1,60,2950,5.72,5.68,3.54,Premium,D,VS2
01-02-11,0.54,61.6,55,2951,5.27,5.28,3.25,Ideal,F,VVS1
02-02-11,0.72,62.7,58,2951,5.65,5.68,3.55,Very Good,D,VS1
03-02-11,0.81,62.3,58,2951,5.95,5.96,3.71,Ideal,H,SI1
04-02-11,0.73,61.6,55,2951,5.77,5.81,3.56,Ideal,F,SI1
07-02-11,0.72,61,56,2951,5.84,5.79,3.55,Ideal,E,SI1
08-02-11,0.7,62.4,58,2952,5.66,5.68,3.54,Very Good,E,VS2
09-02-11,0.7,63.4,59,2952,5.63,5.67,3.58,Very Good,E,VS2
10-02-11,0.7,61.8,59,2952,5.63,5.67,3.49,Very Good,E,VS2
11-02-11,0.7,61.3,60,2952,5.68,5.7,3.49,Very Good,E,VS1
14-02-11,0.72,61.5,55,2952,5.76,5.79,3.55,Ideal,G,VS2
15-02-11,0.72,61.4,55,2952,5.76,5.8,3.55,Ideal,G,VS2
16-02-11,0.7,61.9,58,2952,5.7,5.73,3.54,Ideal,E,VS2
17-02-11,0.7,62.6,57,2952,5.63,5.68,3.54,Ideal,E,VS2
18-02-11,0.7,62.1,55,2952,5.71,5.75,3.56,Ideal,E,VS2
22-02-11,0.74,62.1,53.9,2952,5.79,5.81,3.6,Ideal,I,IF
23-02-11,0.7,61,61,2952,5.69,5.72,3.48,Good,E,VS1
24-02-11,0.8,59.1,59,2953,6.02,6.07,3.57,Very Good,H,VS2
25-02-11,0.79,63,59,2953,5.84,5.8,3.66,Premium,F,VS2
28-02-11,0.75,64.4,59,2953,5.67,5.72,3.66,Good,F,VS1
01-03-11,0.71,59.6,60,2954,5.8,5.85,3.47,Very Good,E,VS2
02-03-11,0.72,61.9,55,2954,5.75,5.78,3.57,Ideal,D,SI1
03-03-11,0.72,61.1,59,2954,5.75,5.8,3.53,Premium,E,VS2
04-03-11,0.72,61.4,59,2954,5.71,5.79,3.53,Premium,D,SI1
07-03-11,0.75,62.3,57,2954,5.8,5.83,3.62,Ideal,D,SI1
08-03-11,0.82,63.1,58,2954,5.97,5.95,3.76,Very Good,D,SI1
09-03-11,0.76,61.7,54,2954,5.88,5.92,3.64,Ideal,G,VS2
10-03-11,0.89,62.2,62,2955,6.14,6.02,3.78,Premium,I,VS1
11-03-11,0.7,62.4,57,2956,5.67,5.71,3.55,Very Good,F,VS2
14-03-11,0.74,61.4,56,2956,5.81,5.84,3.57,Very Good,H,VS1
15-03-11,0.74,62.3,56,2956,5.75,5.78,3.59,Very Good,H,VS1
16-03-11,0.95,63.8,57,2956,6.13,6.23,3.94,Good,I,SI2
17-03-11,0.91,62.8,59,2956,6.14,6.19,3.87,Very Good,J,SI1
18-03-11,0.7,60.8,57,2956,5.75,5.77,3.5,Ideal,F,VS2
21-03-11,0.71,58.2,60,2956,5.89,5.94,3.44,Good,F,VVS2
22-03-11,0.7,60.4,58,2956,5.78,5.71,3.47,Premium,D,VS1
23-03-11,0.72,62.6,56,2956,5.75,5.72,3.59,Ideal,F,VS2
24-03-11,0.72,62.2,56,2956,5.75,5.73,3.57,Ideal,F,VS2
25-03-11,0.72,62,55,2958,5.74,5.77,3.57,Ideal,H,VVS1
28-03-11,0.79,62.2,57,2958,5.89,5.94,3.68,Ideal,I,VS1
29-03-11,0.72,58,57.8,2958,5.85,5.87,3.4,Good,G,VS1
30-03-11,0.98,61.6,66,2958,6.46,6.24,3.92,Fair,F,SI2
31-03-11,0.56,60.1,58,2959,5.36,5.42,3.24,Very Good,D,VVS1
01-04-11,0.7,60.1,58,2959,5.73,5.79,3.46,Very Good,F,VS1
04-04-11,0.79,62.3,58,2959,5.92,5.89,3.68,Premium,G,VS2
05-04-11,0.82,61.8,55,2959,6,6.03,3.72,Ideal,I,SI1
06-04-11,0.74,65.2,58,2959,5.7,5.6,3.69,Fair,G,VVS2
07-04-11,0.71,61.8,56,2960,5.7,5.73,3.53,Very Good,H,VVS2
08-04-11,0.7,63,56,2960,5.61,5.69,3.56,Very Good,D,VS2
11-04-11,0.7,63.4,57,2960,5.6,5.67,3.57,Good,D,VS2
12-04-11,0.7,61.3,57,2960,5.72,5.76,3.52,Ideal,D,VS2
13-04-11,0.76,62.6,56,2960,5.82,5.78,3.63,Ideal,F,VS2
14-04-11,0.72,61.3,56,2960,5.77,5.81,3.55,Ideal,G,VS2
15-04-11,0.64,61.7,58,2960,5.52,5.56,3.42,Ideal,G,IF
18-04-11,0.71,58.9,61,2960,5.8,5.9,3.44,Good,F,VVS2
19-04-11,0.74,61.8,55,2960,5.85,5.8,3.6,Ideal,G,VS1
20-04-11,0.77,62.8,58,2961,5.75,5.78,3.62,Very Good,H,VS1
21-04-11,0.74,61.2,57,2961,5.79,5.85,3.56,Ideal,H,VVS2
25-04-11,0.72,61.5,60,2961,5.79,5.75,3.55,Premium,E,VS1
26-04-11,0.73,61.9,56,2961,5.81,5.76,3.58,Premium,F,VS1
27-04-11,0.73,62.7,56,2961,5.75,5.73,3.6,Premium,F,VS1
28-04-11,0.63,62.3,56,2961,5.48,5.5,3.42,Ideal,F,VVS2
29-04-11,0.72,61.1,57,2961,5.8,5.82,3.55,Ideal,H,VS1
02-05-11,0.76,60.6,57,2961,5.91,5.93,3.59,Ideal,E,SI1
03-05-11,0.71,62.1,53,2961,5.77,5.7,3.56,Premium,F,VS1
04-05-11,0.75,61.9,61,2961,5.85,5.82,3.61,Premium,H,VS1
05-05-11,0.96,60.4,56,2961,6.32,6.23,3.79,Premium,E,SI2
06-05-11,0.63,62.6,56,2962,5.47,5.49,3.43,Ideal,D,VVS2
09-05-11,0.72,62,56,2962,5.73,5.76,3.56,Ideal,E,VS2
10-05-11,0.71,62.2,56,2962,5.69,5.72,3.55,Ideal,G,VS1
11-05-11,0.82,62.4,56,2962,6.01,5.98,3.74,Premium,F,SI1
12-05-11,0.71,62.1,53,2963,5.76,5.73,3.57,Ideal,E,VS1
13-05-11,0.91,58.6,63,2963,6.38,6.32,3.72,Very Good,E,SI2
16-05-11,0.71,62.9,57,2964,5.68,5.7,3.58,Very Good,E,VS2
17-05-11,0.71,62.9,55,2964,5.64,5.68,3.56,Very Good,E,SI1
18-05-11,0.71,59.4,59,2964,5.78,5.81,3.44,Very Good,D,SI1
19-05-11,0.7,63.6,58,2964,5.61,5.56,3.55,Good,E,VS1
